City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,charata,-27.2144,-61.188,24.41,81,1,3.29,AR,1704196051
278,opladen,51.0667,7.0167,12.04,82,100,6.24,DE,1704196051
279,khandyga,62.6667,135.6,-35.66,96,96,0.95,RU,1704196051
280,bikenibeu village,1.3673,173.1241,28.98,89,75,2.06,KI,1704196052
281,fale old settlement,-9.3852,-171.2468,28.93,76,92,4.93,TK,1704196052
282,dubbo,-32.25,148.6167,21.07,88,75,5.14,AU,1704196052
283,murzuq,25.9155,13.9184,20.54,25,35,4.08,LY,1704196052
284,luderitz,-26.6481,15.1594,23.06,64,26,5.1,NA,1704196053
285,terbanggi besar,-4.8667,105.2333,27.16,83,99,0.61,ID,1704196053
286,pauini,-7.7136,-66.9764,25.79,85,91,0.94,BR,1704196053
287,mount gambier,-37.8333,140.7667,16.24,98,31,2.29,AU,1704195893
288,emerald,-23.5333,148.1667,25.75,67,12,5.04,AU,1704196054
289,muisne,0.6,-80.0333,24.96,91,100,4.47,EC,1704196054
290,usinsk,65.9939,57.5281,-31.07,99,42,2.24,RU,1704196054
291,plastun,44.7561,136.2939,-9.7,72,19,2.27,RU,1704196055
292,tadine,-21.55,167.8833,25.35,79,100,5.52,NC,1704196055
293,beau vallon,-20.4189,57.6953,28.13,83,75,1.54,MU,1704195842
294,prineville,44.2999,-120.8345,0.27,96,100,0.0,US,1704196055
295,parkway,38.496,-121.4588,8.06,93,0,2.57,US,1704196055
296,lisala,2.15,21.5167,37.2,21,81,1.48,CD,1704196055
297,batibo,5.8358,9.8553,31.43,23,78,1.92,CM,1704196056
298,daru,-9.0763,143.2092,27.84,83,51,4.3,PG,1704196056
299,alice springs,-23.7,133.8833,32.75,13,73,4.12,AU,1704195917
300,san agustin de valle fertil,-30.6335,-67.4682,23.33,64,22,2.66,AR,1704196056
301,ndioum,16.5129,-14.6471,31.02,9,100,4.42,SN,1704196057
302,pershore,52.1116,-2.0759,13.59,95,100,7.01,GB,1704196057
303,kushtagi,15.7667,76.2,27.24,31,6,3.9,IN,1704196057
304,xilin hot,43.9667,116.0333,-18.11,94,40,2.43,CN,1704196057
305,nueva esperanza,15.2667,-87.6,20.79,99,100,0.61,HN,1704196057
306,san sebastian de la gomera,28.0916,-17.1133,24.65,73,0,2.06,ES,1704196058
307,bamboo flat,11.7,92.7167,28.05,74,40,4.12,IN,1704196058
308,saint-joseph,-21.3667,55.6167,26.21,76,100,2.34,RE,1704196058
309,polyarnyy,69.1989,33.4478,-16.15,89,100,10.12,RU,1704196058
310,tsiombe,-25.3,45.4833,24.39,89,90,8.66,MG,1704196059
311,bahia blanca,-38.7196,-62.2724,23.88,47,62,1.12,AR,1704196059
312,tobelo,1.7284,128.0095,27.42,82,64,1.38,ID,1704196059
313,toamasina,-18.1667,49.3833,32.0,70,20,6.17,MG,1704195855
314,vorkuta,67.5,64.0,-34.49,100,39,1.79,RU,1704196059
315,ulsteinvik,62.3432,5.8487,3.5,65,93,5.23,NO,1704196060
316,kolonia town,6.964,158.206,29.0,79,40,1.54,FM,1704196060
317,kayangel,8.0823,134.7173,28.83,68,9,2.64,PW,1704196060
318,bulgan,48.8125,103.5347,-16.14,79,6,1.85,MN,1704196060
319,port douglas,-16.4833,145.4667,27.35,82,55,0.89,AU,1704196060
320,arteche,12.2645,125.4048,25.39,81,37,2.15,PH,1704196061
321,urbano santos,-3.2078,-43.4036,25.62,91,99,1.06,BR,1704196061
322,mili,6.0815,171.735,28.18,78,48,9.02,MH,1704196061
323,sao joao da barra,-21.6403,-41.0511,24.05,86,100,1.48,BR,1704196061
324,constitucion,-35.3333,-72.4167,17.54,75,6,0.5,CL,1704196062
325,zeya,53.75,127.2667,-26.95,99,88,1.1,RU,1704196062
326,quellon,-43.1167,-73.6167,14.5,87,75,1.32,CL,1704196062
327,hasaki,35.7333,140.8333,6.27,82,88,5.35,JP,1704196062
328,khovd,48.0056,91.6419,-12.02,70,64,1.01,MN,1704196062
329,atafu village,-8.5421,-172.5159,28.75,75,100,2.91,TK,1704196063
330,luganville,-15.5333,167.1667,27.18,88,55,3.33,VU,1704196063
331,olyokminsk,60.3736,120.4264,-20.2,99,100,1.87,RU,1704196063
332,brookings,44.3114,-96.7984,-2.73,90,100,4.12,US,1704196063
333,tazovsky,67.4667,78.7,-33.71,96,8,3.33,RU,1704196064
334,austin,30.2672,-97.7431,7.85,75,100,3.58,US,1704195679
335,midvagur,62.0511,-7.1939,5.46,87,75,14.4,FO,1704196064
336,naryshkino,52.9678,35.7268,-9.9,94,100,7.68,RU,1704196064
337,katsuura,35.1333,140.3,12.44,78,70,4.95,JP,1704196064
338,sarangani,5.4033,125.4636,28.39,79,100,6.66,PH,1704196065
339,vysokiy,58.35,60.05,-29.9,100,92,1.77,RU,1704196065
340,fort mcmurray,56.7268,-111.381,-10.23,85,100,2.57,CA,1704195957
341,callao,-12.0667,-77.15,23.18,83,100,5.66,PE,1704196065
342,labuan,5.2767,115.2417,27.2,88,20,0.0,MY,1704196065
343,vylkove,45.4021,29.586,8.8,59,100,3.8,UA,1704196065
344,port lincoln,-34.7333,135.8667,16.91,88,98,7.87,AU,1704196066
345,panacan,9.2463,118.4082,26.9,83,66,2.28,PH,1704196066
346,sur,22.5667,59.5289,25.29,59,8,4.99,OM,1704196066
347,northam,51.0333,-4.2167,12.99,97,100,17.62,GB,1704196066
348,baranovichi,53.1327,26.0139,-5.36,70,100,3.14,BY,1704196066
349,wynyard,-41.0,145.7167,17.2,89,80,2.48,AU,1704196067
350,las khorey,11.1595,48.1967,26.59,55,46,6.02,SO,1704196067
351,bereznehuvate,47.3078,32.8499,8.12,59,100,5.61,UA,1704196067
352,nadym,65.5333,72.5167,-29.82,94,6,4.75,RU,1704196067
353,qaqortoq,60.7167,-46.0333,-6.43,78,100,1.96,GL,1704196067
354,saint-denis,48.9167,2.3333,11.71,92,100,11.83,FR,1704196067
355,andratx,39.5755,2.4202,17.47,55,71,7.23,ES,1704196068
356,corinth,37.9407,22.9573,17.72,64,100,3.51,GR,1704196068
357,robore,-18.3333,-59.75,27.87,72,56,3.03,BO,1704196068
358,bull savanna,17.8868,-77.5902,22.61,86,3,2.14,JM,1704196068
359,yulinshi,38.2906,109.7494,-7.06,82,1,2.43,CN,1704196068
360,kruisfontein,-34.0033,24.7314,28.27,58,34,7.35,ZA,1704196068
361,dogondoutchi,13.6393,4.0287,31.96,9,57,5.53,NE,1704196069
362,jeremie,18.65,-74.1167,24.49,81,2,1.45,HT,1704196069
363,gizo,-8.103,156.8419,29.11,74,40,1.22,SB,1704196069
364,pangody,65.85,74.4859,-31.05,94,6,4.72,RU,1704196069
365,bodden town,19.2833,-81.25,25.0,65,75,5.66,KY,1704196069
366,arraial do cabo,-22.9661,-42.0278,22.92,83,100,0.51,BR,1704196069
367,patacamaya,-17.2333,-67.9167,10.68,72,95,2.04,BO,1704196070
368,kudat,6.8837,116.8477,29.05,84,58,2.24,MY,1704196070
369,derbent,42.0678,48.2899,10.92,68,22,1.32,RU,1704196070
370,santana,-0.0583,-51.1817,28.1,89,75,1.54,BR,1704196070
371,iguape,-24.7081,-47.5553,24.75,76,99,0.34,BR,1704196070
372,la'ie,21.6477,-157.9253,23.58,75,0,3.13,US,1704196070
373,bugiri,0.5714,33.7417,27.12,58,32,1.59,UG,1704196070
374,yuzhno-kurilsk,44.0306,145.8556,1.32,73,100,3.01,RU,1704196071
375,east london,-33.0153,27.9116,22.52,78,75,8.75,ZA,1704196005
376,dankalwa,11.7443,12.1867,32.65,11,99,4.41,NG,1704196071
377,itamaraca,-7.7478,-34.8256,28.03,68,6,2.79,BR,1704196071
378,fomeque,4.488,-73.8975,15.42,88,97,0.31,CO,1704196071
379,sinazongwe,-17.2614,27.4618,30.62,58,97,5.5,ZM,1704196071
380,sisimiut,66.9395,-53.6735,-5.53,72,100,4.77,GL,1704196071
381,sanghar,26.0466,68.9481,23.75,16,0,2.3,PK,1704196071
382,maragogi,-9.0122,-35.2225,28.71,68,11,3.04,BR,1704195857
383,nantucket,41.2835,-70.0995,-1.94,86,40,3.09,US,1704196072
384,yibin,28.7667,104.6238,12.44,71,96,1.05,CN,1704196072
385,makurazaki,31.2667,130.3167,11.83,69,1,2.18,JP,1704196072
386,st. john's,47.5649,-52.7093,-6.23,82,100,6.17,CA,1704196072
387,shimoda,34.6667,138.95,8.39,66,22,6.58,JP,1704196072
388,kralendijk,12.15,-68.2667,23.99,88,84,2.06,BQ,1704196072
389,revda,56.801,59.9303,-24.62,97,71,1.3,RU,1704196073
390,wellington,-41.2866,174.7756,17.26,78,75,5.66,NZ,1704195901
391,veraval,20.9,70.3667,26.27,44,0,5.18,IN,1704196073
392,tafuna,-14.3358,-170.72,27.97,100,40,3.09,AS,1704196073
393,beterou,9.1992,2.2586,36.04,11,48,2.25,BJ,1704196073
394,lata,40.1629,-8.3327,15.6,83,100,4.08,PT,1704196073
395,cidreira,-30.1811,-50.2056,23.72,81,70,5.65,BR,1704196073
396,chincha alta,-13.4099,-76.1323,20.33,83,100,0.55,PE,1704196074
397,ujae,8.9322,165.7642,28.09,78,48,9.15,MH,1704196074
398,portland,45.5234,-122.6762,7.25,81,75,5.81,US,1704195812
399,suntar,62.1444,117.6319,-21.67,100,100,1.13,RU,1704196074
400,toro,4.6117,-76.0814,22.38,96,93,0.48,CO,1704196074
401,pala,9.3642,14.9046,35.12,10,40,3.09,TD,1704196074
402,north lakhimpur,27.2333,94.1167,21.05,68,20,0.0,IN,1704195908
403,george town,5.4112,100.3354,30.97,67,20,2.06,MY,1704196074
404,kabwe,-14.4469,28.4464,24.37,76,97,3.35,ZM,1704195913
405,freetown,8.484,-13.2299,29.75,56,23,3.5,SL,1704196075
406,rakops,-21.0167,24.3333,34.35,28,30,4.71,BW,1704196075
407,kangaba,11.9333,-8.4167,33.22,9,94,3.39,ML,1704196075
408,masina,-4.3836,15.3914,28.19,74,40,2.06,CD,1704196075
409,seguin,29.5688,-97.9647,8.89,74,100,4.12,US,1704196033
410,nemuro,43.3236,145.575,3.19,83,100,8.36,JP,1704196006
411,kwang binh,17.4833,106.6,22.32,93,77,3.35,VN,1704196076
412,knyaze-volkonskoye,48.4642,135.4567,-19.81,99,74,2.25,RU,1704196076
413,peniche,39.3558,-9.3811,19.05,89,81,9.58,PT,1704196076
414,tarawa,1.419,172.984,29.05,89,75,2.06,KI,1704196076
415,khemisset,33.6667,-6.25,21.81,26,62,2.4,MA,1704196076
416,darwin,-12.4611,130.8418,29.99,72,75,1.54,AU,1704195904
417,south valley,35.0101,-106.6781,3.5,56,75,4.63,US,1704196076
418,porto novo,6.4965,2.6036,30.9,38,25,2.69,BJ,1704196076
419,vadso,70.0744,29.7487,-13.91,72,40,7.2,NO,1704196077
420,sao jose da coroa grande,-8.8978,-35.1478,28.53,69,16,3.0,BR,1704196077
421,sabang,5.8933,95.3214,27.8,77,88,6.93,ID,1704196077
422,sodankyla,67.4167,26.6,-33.08,100,99,1.58,FI,1704196077
423,beolgyo,34.8449,127.3429,5.3,78,87,2.34,KR,1704196077
424,hafnarfjordur,64.0671,-21.9377,3.93,81,20,4.63,IS,1704196077
425,vanimo,-2.6741,141.3028,26.92,85,88,1.54,PG,1704196077
426,naqadeh,36.9553,45.388,10.47,31,81,1.04,IR,1704196078
427,susuman,62.7833,148.1667,-31.12,98,100,0.45,RU,1704196078
428,bazarak,35.3129,69.5152,5.31,27,93,1.36,AF,1704196078
429,ayabaca,-4.6398,-79.7149,9.66,89,94,0.2,PE,1704196078
430,zaragoza,41.6561,-0.8773,13.05,65,20,3.6,ES,1704196023
431,el calafate,-50.3408,-72.2768,13.59,76,68,2.23,AR,1704196078
432,yinzhu,35.8786,119.9753,2.38,66,97,1.79,CN,1704196078
433,kaa-khem,51.6833,94.7333,-17.0,90,100,1.07,RU,1704196079
434,furtwangen,48.05,8.2,6.92,94,100,8.27,DE,1704196079
435,punta de bombon,-17.1717,-71.7931,20.58,84,100,1.74,PE,1704196079
436,reggane,26.7158,0.1714,23.82,14,2,4.99,DZ,1704196079
437,aykhal,66.0,111.5,-32.69,99,99,1.92,RU,1704196079
438,conde,-7.2597,-34.9075,26.7,78,20,0.0,BR,1704196079
439,cohoes,42.7742,-73.7001,-0.21,79,100,1.54,US,1704196079
440,isangel,-19.55,169.2667,26.37,83,79,6.71,VU,1704196080
441,micheweni,-4.9667,39.8333,29.69,69,18,4.97,TZ,1704196080
442,hilo,19.7297,-155.09,21.25,92,75,3.6,US,1704196023
443,gantang,26.92,119.6333,10.85,81,22,0.54,CN,1704196080
444,faya-largeau,17.9257,19.1043,27.94,11,0,7.2,TD,1704196080
445,santo antonio,-6.3106,-35.4789,28.82,62,25,2.28,BR,1704196080
446,amos,48.5669,-78.1162,-5.48,80,100,4.42,CA,1704195893
447,greater sudbury,46.49,-80.99,-1.46,86,54,4.47,CA,1704195792
448,gilgit,35.9221,74.3087,4.22,39,68,0.84,PK,1704196081
449,neryungri,56.6709,124.6491,-22.04,97,99,0.61,RU,1704196081
450,arroyo,41.6096,-4.7969,9.56,75,75,6.69,ES,1704196081
451,tura,25.5198,90.2201,15.35,69,1,1.33,IN,1704196081
452,magadan,59.5667,150.8,-25.96,82,57,2.2,RU,1704196081
453,ebaye,8.7748,167.7392,28.01,78,40,8.23,MH,1704196082
454,zardob,40.2183,47.7083,12.5,47,46,2.7,AZ,1704196082
455,buala,-8.145,159.5921,27.77,83,43,0.58,SB,1704196082
456,ratnagiri,16.9833,73.3,27.52,59,0,5.31,IN,1704196082
457,kangding,30.0513,101.9603,1.15,92,94,2.2,CN,1704196082
458,bereeda,11.8704,51.0579,25.82,62,100,5.72,SO,1704196082
459,timimoun,29.2639,0.231,19.21,30,0,8.23,DZ,1704196082
460,egilsstadir,65.2653,-14.3948,4.95,75,75,2.06,IS,1704196083
461,trinidad,-14.8333,-64.9,24.99,94,75,3.6,BO,1704196083
462,kyaukse,21.6,96.1333,25.0,61,20,0.0,MM,1704196083
463,horta,38.5333,-28.6333,16.12,73,20,6.17,PT,1704196083
464,dzhalagash,45.0833,64.6667,2.88,62,8,3.48,KZ,1704196083
465,juneau,58.3019,-134.4197,0.0,97,100,0.0,US,1704195905
466,villa regina,-39.1,-67.0667,23.32,22,88,2.68,AR,1704196084
467,khujner,23.7833,76.6,24.21,41,1,1.2,IN,1704196084
468,dabeiba,7.0017,-76.2672,23.89,98,96,0.47,CO,1704196084
469,emure-ekiti,7.4361,5.4593,35.87,22,69,1.54,NG,1704196084
470,wad medani,14.4012,33.5199,31.51,15,51,5.02,SD,1704196084
471,zouerate,22.7187,-12.4521,24.35,13,100,5.82,MR,1704196084
472,bayanhongor,46.7167,100.1167,-21.15,71,6,1.84,MN,1704196084
473,frutigen,46.5878,7.6475,7.27,78,100,2.77,CH,1704195790
474,pariaman,-0.619,100.12,26.03,88,96,1.04,ID,1704196085
475,undurkhaan,47.3194,110.6556,-20.17,89,3,2.22,MN,1704196085
476,soio,-6.1349,12.3689,28.16,73,100,4.03,AO,1704196085
477,hirara,24.8,125.2833,18.92,77,75,2.57,JP,1704196085
478,lauro de freitas,-12.8944,-38.3272,28.01,74,40,3.6,BR,1704196085
479,portage la prairie,49.9728,-98.2926,-1.17,60,100,4.75,CA,1704196085
480,havre,49.5833,0.3333,12.41,94,75,9.77,FR,1704196086
481,zavetnoye,47.1194,43.8903,6.09,77,99,5.9,RU,1704196086
482,jinghong,21.991,100.7341,18.2,59,3,1.55,CN,1704196086
483,as sulayyil,20.4607,45.5779,27.14,26,0,5.71,SA,1704196086
484,huayucachi,-12.1333,-75.2333,12.38,85,97,0.48,PE,1704196086
485,jayapura,-2.5333,140.7,26.66,84,77,1.59,ID,1704196086
486,holualoa,19.6228,-155.9522,22.15,72,100,0.0,US,1704195927
487,opuwo,-18.0607,13.84,33.37,14,20,3.59,NA,1704196087
488,kidal,18.4411,1.4078,28.83,8,52,2.86,ML,1704196087
489,khilok,51.3674,110.4676,-13.21,82,46,2.24,RU,1704196087
490,mushie,-3.0167,16.9,28.13,70,100,0.25,CD,1704196087
491,yatou,37.15,122.3833,-0.41,80,94,1.0,CN,1704196087
492,mejit,10.2753,170.8646,27.24,75,54,10.29,MH,1704196087
493,nyala,12.05,24.8833,29.78,9,10,7.01,SD,1704196087
494,oneonta,42.4529,-75.0638,-2.19,84,49,1.62,US,1704196088
495,page,36.9147,-111.4558,-1.12,70,0,2.06,US,1704195849
496,annaba,36.9,7.7667,16.98,59,20,5.66,DZ,1704196088
497,hami,42.8,93.45,-5.36,75,12,1.76,CN,1704195968
498,prince george,53.9166,-122.753,-4.1,93,100,1.54,CA,1704195874
499,severnoye,56.3491,78.3619,-3.32,96,99,3.86,RU,1704196088
500,nar'yan-mar,67.6713,53.087,-21.97,99,95,4.04,RU,1704196088
501,fort st. john,56.2499,-120.8529,-11.06,92,100,2.57,CA,1704196088
502,mwene-ditu,-7.0,23.45,24.23,83,91,1.53,CD,1704196089
503,myitkyina,25.3833,97.4,16.84,66,0,0.45,MM,1704196089
504,mumford,5.2618,-0.759,30.05,62,38,4.38,GH,1704196089
505,usogorsk,63.4106,48.6872,-33.52,99,29,0.91,RU,1704196089
506,newman,37.3138,-121.0208,8.13,94,54,0.45,US,1704196089
507,boundiali,9.5217,-6.4869,34.31,9,7,2.19,CI,1704196089
508,abadan,30.3392,48.3043,20.97,35,0,6.17,IR,1704196089
509,dunedin,-45.8742,170.5036,12.67,91,94,1.79,NZ,1704196090
510,vilyuchinsk,52.9306,158.4028,-15.04,80,93,5.03,RU,1704196090
511,dobrich,43.5667,27.8333,6.82,95,100,4.58,BG,1704196090
512,sao miguel do araguaia,-13.275,-50.1628,23.49,89,100,2.95,BR,1704196090
513,pisco,-13.7,-76.2167,21.03,88,0,4.12,PE,1704196090
514,puerto madero,14.7208,-92.4215,23.88,70,6,1.88,MX,1704196033
515,ta`u,-14.2336,-169.5144,27.73,77,23,4.36,AS,1704196090
516,al kharijah,25.4514,30.5464,21.9,35,0,6.84,EG,1704196091
517,karkira,36.9292,6.5856,15.4,68,65,3.95,DZ,1704196091
518,acapulco de juarez,16.8634,-99.8901,21.9,73,0,2.57,MX,1704195975
519,macia,-25.0269,33.0989,27.16,61,28,6.61,MZ,1704196091
520,kununurra,-15.7667,128.7333,30.99,70,97,4.63,AU,1704196091
521,woolgoolga,-30.1106,153.2007,21.13,78,97,2.3,AU,1704196091
522,creil,49.2567,2.4848,12.19,84,100,11.31,FR,1704196091
523,ruteng,-8.6136,120.4721,19.34,95,98,0.65,ID,1704196091
524,eyl,7.9803,49.8164,27.95,54,13,11.54,SO,1704196092
525,catumbela,-12.4314,13.5472,29.33,63,58,4.37,AO,1704196092
526,ghadamis,30.1337,9.5007,16.68,29,100,3.14,LY,1704196092
527,enriquillo,17.9,-71.2333,23.68,83,9,2.38,DO,1704196092
528,brisas de zicatela,15.8369,-97.0419,23.7,64,2,1.86,MX,1704196092
529,new norfolk,-42.7826,147.0587,18.29,96,98,0.69,AU,1704196092
530,laborde,-33.1532,-62.8566,22.68,59,1,3.26,AR,1704196092
531,chhatak,25.0333,91.6667,20.36,65,1,1.2,BD,1704196093
532,laela,-8.5667,32.05,21.77,79,99,1.35,TZ,1704196093
533,waddan,29.1614,16.139,21.06,25,89,2.34,LY,1704196093
534,korkuteli,37.065,30.1957,10.81,71,99,1.61,TR,1704196093
535,morehead city,34.7229,-76.726,4.45,84,0,8.75,US,1704195952
536,sidi khaled,34.387,4.9879,17.6,36,3,5.23,DZ,1704196093
537,floro,61.5996,5.0328,2.98,48,0,13.38,NO,1704196094
538,samarinda,-0.5,117.15,24.75,96,100,0.89,ID,1704195820
539,dhari,21.3333,71.0167,26.36,28,0,3.67,IN,1704196094
540,novyy urengoy,66.0833,76.6333,-32.06,97,18,4.22,RU,1704196094
541,koundara,12.4833,-13.3,35.02,21,99,0.24,GN,1704196094
542,labytnangi,66.6572,66.4183,-31.2,99,65,1.14,RU,1704196094
543,kushikino,31.7167,130.2667,8.7,77,2,1.25,JP,1704196094
544,zhangjiajie,29.1294,110.4783,7.79,92,100,0.4,CN,1704196095
545,senanga,-16.1167,23.2667,30.88,42,86,2.54,ZM,1704196095
546,netley,50.8763,-1.354,13.91,96,75,9.77,GB,1704196095
547,altamont,42.2068,-121.7372,-1.45,96,100,0.89,US,1704196095
548,imbituba,-28.24,-48.6703,25.48,77,99,6.22,BR,1704196095
549,russkaya polyana,49.417,31.9201,3.1,69,100,8.43,UA,1704196095
550,sola,-13.8833,167.55,28.18,80,84,5.95,VU,1704196095
551,dhidhdhoo,6.8833,73.1,28.16,76,96,4.65,MV,1704196096
552,vredendal,-31.6683,18.5012,31.87,41,1,8.18,ZA,1704196096
553,mont-dore,-22.2833,166.5833,27.99,80,68,4.04,NC,1704196096
554,sougueur,35.1857,1.4961,11.07,58,0,4.63,DZ,1704196096
555,nishinoomote,30.7333,131.0,15.33,61,1,2.06,JP,1704196096
556,eirunepe,-6.6603,-69.8736,24.95,89,99,0.54,BR,1704196096
557,tocopilla,-22.092,-70.1979,21.12,70,31,3.38,CL,1704196096
